0.201 0.459 
0.426 0.198 
0.783 0.797 
0.014 0.111 
0.009 0.021 
0.993 1.160 
0.830 1.004 
0.976 1.105 
0.933 0.943 
0.972 1.403 
0.051 0.353 
0.174 0.386 
0.025 0.349 
0.039 0.474 
0.514 0.267 
0.979 1.187 
0.556 0.258 
0.980 1.006 
0.700 0.517 
0.098 0.257 
0.457 0.483 
0.991 1.449 
0.050 0.320 
0.526 0.325 
0.084 0.064 
0.009 0.409 
0.972 1.137 
0.954 1.257 
0.009 0.490 
0.099 0.273 
0.782 0.717 
0.048 0.163 
0.968 1.037 
0.167 0.473 
0.310 0.442 
0.949 1.232 
0.835 0.974 
0.988 1.120 
0.044 0.086 
0.343 0.201 
0.020 0.206 
0.020 0.139 
0.009 0.304 
0.543 0.358 
0.008 0.092 
0.981 1.015 
0.058 0.313 
0.023 0.228 
0.961 0.949 
0.011 0.351 
0.606 0.461 
0.059 0.466 
0.306 0.052 
0.086 0.190 
0.011 0.215 
0.087 0.410 
0.010 0.260 
0.040 0.399 
0.859 0.772 
0.037 0.126 
0.944 0.991 
0.982 1.215 
0.979 1.042 
0.289 0.061 
0.036 0.337 
0.708 0.559 
0.990 1.024 
0.013 0.347 
0.438 0.465 
0.169 0.413 
0.958 1.027 
0.874 0.866 
0.066 0.006 
0.764 0.715 
0.806 0.669 
0.980 1.213 
0.009 0.416 
0.072 0.349 
0.018 0.178 
0.804 0.975 
0.932 0.993 
0.923 1.179 
0.017 0.016 
0.033 0.061 
0.965 1.148 
0.009 0.124 
0.750 0.518 
0.336 0.521 
0.011 0.011 
0.049 0.424 
0.974 1.350 
0.843 1.053 
0.938 1.127 
0.008 0.255 
0.039 0.326 
0.993 1.101 
0.185 0.360 
0.024 0.069 
0.019 0.220 
0.153 0.451 
0.587 0.385 
0.013 0.489 
0.986 1.192 
0.023 0.375 
0.031 0.372 
0.374 0.534 
0.993 1.143 
0.180 0.303 
0.957 1.278 
0.073 0.424 
0.987 1.255 
0.010 0.242 
0.936 1.026 
0.010 0.123 
0.560 0.334 
0.822 0.824 
0.863 0.972 
0.133 0.387 
0.654 0.374 
0.322 0.520 
0.009 0.205 
0.904 1.068 
0.923 1.187 
0.608 0.363 
0.954 0.903 
0.308 0.248 
0.956 1.028 
0.993 1.434 
0.326 0.486 
0.990 1.275 
0.988 0.966 
0.026 0.326 
0.298 0.105 
0.019 0.169 
0.984 1.068 
0.992 1.239 
0.991 1.069 
0.153 0.293 
0.143 0.361 
0.982 1.062 
0.461 0.332 
0.012 0.382 
0.235 0.081 
0.012 0.067 
0.957 0.889 
0.967 1.387 
0.522 0.396 
0.012 0.099 
0.347 0.063 
0.012 0.185 
0.852 0.895 
0.091 0.285 
0.008 0.428 
0.032 0.241 
0.068 0.299 
0.595 0.308 
0.974 1.412 
0.013 0.484 
0.045 0.360 
0.029 0.105 
0.953 0.957 
0.023 0.421 
0.840 1.088 
0.010 0.178 
0.900 0.756 
0.048 0.066 
0.418 0.240 
0.948 0.856 
0.016 0.375 
0.933 0.853 
0.031 0.288 
0.791 0.702 
0.851 0.805 
0.034 0.300 
0.963 1.054 
0.360 0.056 
0.163 0.092 
0.026 0.060 
0.234 0.237 
0.725 0.657 
0.024 0.341 
0.964 1.039 
0.008 0.370 
0.856 0.743 
0.817 0.798 
0.025 0.444 
0.496 0.396 
0.044 0.485 
0.137 0.274 
0.888 1.058 
0.979 1.434 
0.964 1.201 
0.911 0.795 
0.975 1.285 
0.047 0.177 
0.173 0.272 
0.025 0.412 
0.076 0.354 
0.193 0.442 
0.055 0.031 
0.628 0.353 
0.056 0.037 
0.007 0.042 
0.976 1.426 
0.897 1.222 
0.079 0.183 
0.148 0.237 
0.984 1.322 
0.625 0.529 
0.933 1.260 
0.908 0.848 
0.384 0.540 
0.942 1.032 
0.758 0.650 
0.967 1.163 
0.993 1.447 
0.907 0.795 
